age_group,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,US_native,over_50k
25-34,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
45-54,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,T,T
25-34,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,T,F
25-34,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,T,F
45-54,Federal-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40,T,F
25-34,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,40,T,F
15-24,Private,7th-8th,Never-married,Machine-op-inspct,Other-relative,White,Male,40,T,F
45-54,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,F,F
25-34,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,F,F
15-24,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,40,T,F
55-64,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
35-44,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,T,F
15-24,Private,9th,Never-married,Machine-op-inspct,Other-relative,White,Female,40,F,F
35-44,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,50,T,F
35-44,Private,HS-grad,Separated,Craft-repair,Unmarried,Black,Female,40,T,F
55-64,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,48,T,F
55-64,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
15-24,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,40,T,F
25-34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
35-44,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,44,T,T
25-34,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,T,F
25-34,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,T,F
45-54,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,T,T
35-44,Private,Bachelors,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,40,T,T
25-34,Private,Some-college,Never-married,Craft-repair,Own-child,White,Female,40,T,F
15-24,Private,Bachelors,Never-married,Craft-repair,Own-child,White,Male,40,T,F
25-34,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,50,T,T
15-24,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,T,F
25-34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,50,T,F
25-34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
25-34,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,T,F
45-54,State-gov,HS-grad,Separated,Sales,Unmarried,Black,Female,40,T,F
45-54,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
15-24,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,40,T,F
15-24,Private,Bachelors,Never-married,Sales,Own-child,White,Male,40,T,F
25-34,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,T,F
45-54,Private,Some-college,Divorced,Sales,Unmarried,White,Male,45,T,F
35-44,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Male,40,T,F
35-44,Private,12th,Divorced,Craft-repair,Not-in-family,White,Male,50,T,T
45-54,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55,T,F
35-44,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,50,F,T
35-44,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
45-54,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,Black,Female,40,T,T
55-64,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,T
55-64,Private,7th-8th,Widowed,Other-service,Not-in-family,White,Female,40,T,F
45-54,State-gov,Some-college,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,40,T,F
45-54,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,Black,Female,44,T,F
45-54,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
45-54,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,40,T,F
65+,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,T,T
15-24,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,40,T,F
65+,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,T,F
55-64,Self-emp-inc,12th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
35-44,Private,Some-college,Never-married,Other-service,Own-child,White,Male,40,T,F
25-34,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,T,F
15-24,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Female,40,T,F
35-44,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Other,Male,50,T,F
45-54,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,T,T
35-44,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,T,F
45-54,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,T,T
45-54,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,40,T,F
15-24,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,40,T,F
55-64,Private,1st-4th,Married-civ-spouse,Other-service,Husband,White,Male,40,F,F
45-54,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,T,T
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,F,F
35-44,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40,T,T
25-34,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,T,F
55-64,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
55-64,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,F,T
45-54,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,T
25-34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,T,F
25-34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
45-54,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,40,T,F
25-34,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,40,F,F
35-44,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,45,T,T
25-34,Private,7th-8th,Never-married,Machine-op-inspct,Unmarried,White,Male,40,F,F
55-64,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,48,T,T
35-44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
25-34,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
45-54,Self-emp-not-inc,HS-grad,Widowed,Other-service,Unmarried,Black,Female,43,T,F
55-64,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
45-54,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,T,F
35-44,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,T,F
65+,Private,9th,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,48,T,T
45-54,Private,Doctorate,Divorced,Exec-managerial,Unmarried,White,Male,40,T,T
25-34,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,T,F
55-64,Private,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,40,T,F
15-24,Local-gov,Bachelors,Never-married,Prof-specialty,Other-relative,White,Female,50,T,F
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
25-34,State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,T,T
55-64,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,50,T,F
25-34,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
55-64,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,T,F
25-34,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,T,F
25-34,Private,HS-grad,Married-spouse-absent,Farming-fishing,Own-child,White,Female,40,F,F
55-64,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,60,F,T
35-44,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,50,T,T
25-34,Private,HS-grad,Never-married,Tech-support,Other-relative,White,Male,40,T,F
35-44,Private,Assoc-voc,Separated,Sales,Unmarried,White,Female,45,T,F
45-54,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,45,T,F
35-44,Private,HS-grad,Separated,Exec-managerial,Own-child,White,Male,40,T,F
25-34,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,F,F
25-34,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,40,T,F
35-44,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,T,F
55-64,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
35-44,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,40,T,T
35-44,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,T,F
25-34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
25-34,Private,7th-8th,Separated,Craft-repair,Not-in-family,White,Female,40,T,F
25-34,Private,11th,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,50,T,F
25-34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,T,F
45-54,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,48,T,F
25-34,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,T,T
55-64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,T
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
25-34,State-gov,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,40,T,F
45-54,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,T,T
25-34,Self-emp-not-inc,11th,Divorced,Sales,Unmarried,White,Male,40,T,F
25-34,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,48,T,F
25-34,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,40,F,F
25-34,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,40,T,F
35-44,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,T,F
25-34,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40,T,F
45-54,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,T,F
15-24,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,T,F
45-54,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,T,T
25-34,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,T,F
35-44,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
45-54,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,T
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,T,F
25-34,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,40,F,F
25-34,Private,Preschool,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,40,F,F
25-34,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,T,F
25-34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,54,T,T
25-34,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,T,F
35-44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,54,T,F
25-34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,T,T
45-54,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
45-54,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,T,T
25-34,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,T,T
35-44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,T,F
25-34,Private,11th,Divorced,Other-service,Not-in-family,White,Female,40,T,F
15-24,Private,9th,Never-married,Other-service,Own-child,Black,Female,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,T,T
35-44,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,F,T
45-54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,T,F
65+,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,T,T
35-44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,T,T
35-44,Federal-gov,Masters,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,T,T
45-54,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,45,T,T
55-64,Self-emp-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,80,T,F
55-64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,T,F
35-44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,T
55-64,Private,1st-4th,Never-married,Other-service,Not-in-family,White,Male,40,F,F
25-34,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,T,F
35-44,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,40,T,F
45-54,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,T
25-34,Private,HS-grad,Never-married,Sales,Unmarried,Black,Female,58,T,F
25-34,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,45,T,F
45-54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,T,T
35-44,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,44,T,F
35-44,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,T,F
45-54,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,46,T,F
45-54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,T,F
45-54,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,T,F
45-54,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,T,T
25-34,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,T,T
35-44,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,40,T,F
35-44,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,T,F
45-54,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
25-34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,T,T
25-34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Male,40,T,T
15-24,Private,Assoc-acdm,Never-married,Machine-op-inspct,Own-child,White,Male,40,T,F
35-44,Private,5th-6th,Never-married,Machine-op-inspct,Unmarried,White,Female,40,F,F
25-34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
15-24,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,T,F
35-44,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,52,T,F
55-64,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
35-44,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,40,T,F
45-54,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,T,T
35-44,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40,T,F
45-54,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
45-54,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,F
45-54,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,60,T,F
25-34,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,40,T,F
45-54,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,T,T
15-24,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,T
15-24,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Other,Female,40,F,F
35-44,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,T
65+,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,59,T,T
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,48,T,T
25-34,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,52,F,F
15-24,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,40,F,F
45-54,Self-emp-not-inc,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,T,F
15-24,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,55,T,F
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
65+,Self-emp-not-inc,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,40,T,T
25-34,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40,T,F
35-44,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,F
25-34,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Female,40,T,F
25-34,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,40,T,F
25-34,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,45,T,F
25-34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
25-34,Private,Masters,Never-married,Adm-clerical,Not-in-family,White,Female,46,T,F
45-54,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
45-54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,T,F
25-34,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,45,T,F
55-64,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,T,T
35-44,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,T,F
35-44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Other,Male,50,F,T
15-24,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,T,F
35-44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
35-44,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,40,T,T
45-54,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,65,T,F
35-44,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
45-54,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
65+,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,T,T
35-44,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,T,F
35-44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,F
